numero_contrato,objeto,fornecedor_nome,orgao_nome,valor_global,prazo_vigencia_dias,score_anomalia,percentil_risco,nivel_risco,data_assinatura,detectado_em
302/2025,CONSTRUÇÃO DE UMA EEM TIPO I NO MUNICÍPIO DE ITAPAJÉ - CE.,CONSORCIO CONSTRUTORA CBC E CGL ESCOLA ITAPAJE,22000000,1186845403.0,730,-0.721385,92,ALTO,2025-07-24,2026-04-01 03:30:38.886382
002/2025-FSPDS,SERVIÇOS DE LOCAÇÃO DE VEÍCULOS AUTOMOTORES VELADOS DESTINADOS À UTILIZAÇÃO NOS DESEMPENHOS DAS ATIVIDADES DE SEGURANÇA PÚBLICA DO ESTADO DO CEARÁ.,A. C. B. LOCADORA DE VEICULOS LTDA,10200006,21137150.0,1826,-0.721325,91,ALTO,2025-07-25,2026-04-01 03:30:38.886382
046/2025,Contratação da empresa CAGECE para prestação dos serviços de fornecimento de água e coleta de esgoto sanitário do Estádio Mauro Sampaio - Arena Romeirão.,COMPANHIA DE AGUA E ESGOTO DO CEARA CAGECE,42000000,21000000.0,1826,-0.721325,91,ALTO,2025-10-06,2026-04-01 03:30:38.886382
062/2025,"CT 062/2025 - CEPAL - Constitui objeto desta contratação, conforme especificações constantes do Anexo I ¿ Termo de Referência, integrante deste instrumento, bem como no Aceite da Empresa CONTRATADA: 1.1.1.  Aquisição de 6 (seis) Servidor 1D ¿ Armazenamento de Objetos ¿ DataCore Swan; 1.1.2. Aquisição de 6 (seis) Servidor 2G ¿ Virtualização VSAN; 1.1.3. Aquisição de 3 (três) Servidor 2C ¿ Virtualização de Desktop 1.1.4. Aquisição de 3 (três) Servidor 2E ¿ Inteligência Artificial.",ZOOM TECNOLOGIA LTDA,21000000,33960000.0,1826,-0.721243,91,ALTO,2025-06-24,2026-04-01 03:30:38.886382
384/2025,CONSTRUÇÃO DE UMA EEM NO MUNICÍPIO DE ARACATI (BARÃO) - CE. CT 384/2025.,CONSORCIO PIO / R&S ESCOLA ARACATI,22000000,1210863717.0,730,-0.720897,91,ALTO,2025-09-25,2026-04-01 03:30:38.886382
210/2025,"CONSTRUÇÃO DE UMA ESCOLA DE ENSINO MÉDIO, URBANA, TIPO II, COM 12 (DOZE) SALAS DE AULA, NO
CORPO DE BOMBEIROS MILITAR, EM FORTALEZA (JACARECANGA) - CE. CT 210/2025.",SALINAS EMPREENDIMENTOS E CONSTRUCOES LTDA ,22000000,1210523126.0,730,-0.720897,91,ALTO,2025-05-05,2026-04-01 03:30:38.886382
364/2025,CONSTRUÇÃO DE UMA EEM NO MUNICÍPIO DE JUAZEIRO DO NORTE (ROMEIRÃO) - CE. CT 364/2025.,CONSORCIO ATLAS - SALINAS EMPREENDIMENTOS,22000000,1225229292.0,730,-0.720897,91,ALTO,2025-09-17,2026-04-01 03:30:38.886382
055/2025,"Tem por objeto a contratação conjunta dos serviços de fornecimento de energia elétrica para todas as Unidades Consumidoras (Ucs) do Grupo A - alta tensão, grupamento composto de Ucs com fornecimento em tensão igual ou superior a 2,3 KV junto à Companhia Energética do Ceará - ENEL",COMPANHIA ENERGETICA DO CEARA - ENEL,42000000,14173998.0,1826,-0.720752,91,ALTO,2025-08-22,2026-04-01 03:30:38.886382
093/2025-G10-LINKS INTERNET,CONTRATAÇÃO DE SERVIÇOS DE LINKS DE INTERNET PARA ATENDER AS NECESSIDADES DA POLÍCIA CIVIL.,G10 SERVICOS E CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA,10100002,14436000.0,1826,-0.720752,91,ALTO,2025-11-11,2026-04-01 03:30:38.886382
001/2026,"Aquisição de gêneros de alimentação, destinado atender a merenda escolar da EEMTI Antônio Vidal Malveira - TABULEIRO DO NORTE - CREDE 10",COMERCIAL PRAIA E MAR EIRELI,22000000,2452204.0,11108,-0.720574,90,ALTO,2026-02-19,2026-04-01 03:30:38.886382
CONTRATO DE GESTÃO N° 006/2025,"O presente CONTRATO DE GESTÃO tem por objeto fomentar a capacitação, a
produção, a pesquisa e a difusão nas áreas de arte e cultura de acordo com as
diretrizes da Secretaria da Cultura do Estado do Ceará, para execução da
gestão do Equipamento Cultural HUB CULTURAL PORTO DRAGÃO - HCPD.",INSTITUTO DRAGAO DO MAR,27000000,1175037237.0,730,-0.720573,90,ALTO,2025-04-01,2026-04-01 03:30:38.886382
31/2026,"Reconstrução da EEEP Dona Creuza do Carmo Rocha (Projeto Padrão EEM Tipo II), em Fortaleza. CT 31/2026",CONSTRUMAZ CONSTRUTORA LTDA,22000000,1161276841.0,730,-0.720573,90,ALTO,2026-01-29,2026-04-01 03:30:38.886382
142/2025,CONSTRUÇÃO DE UMA EEEM TIPO I NO MUNICÍPIO DE PORANGA - CE. CT 142/2025.,AMP ENGENHARIA LTDA,22000000,1154816309.0,730,-0.720573,90,ALTO,2025-04-03,2026-04-01 03:30:38.886382
303/2025,CONSTRUÇÃO DE UMA EEM NO MUNICÍPIO DE CRATO (EEM ESTADO DA BAHIA) - CE,CONSTRUTORA FEITOSA EIRELI ,22000000,1167097613.0,730,-0.720573,90,ALTO,2025-08-05,2026-04-01 03:30:38.886382
026/2025,"Contratação dos serviços de abastecimento de água tratada e coleta de esgoto das Vilas
do Esporte e Lazer de responsabilidade da Secretaria do Esporte do Estado do Ceará -
SESPORTE, junto à Companhia de Água e Esgoto do Ceará (CAGECE)",COMPANHIA DE AGUA E ESGOTO DO CEARA CAGECE,42200001,15000000.0,1826,-0.720508,90,ALTO,2025-07-15,2026-04-01 03:30:38.886382
181/2025,CONSTRUÇÃO DE UMA EEM NO MUNICÍPIO DE PACATUBA (FAUSTO AGUIAR) - CE. CT 181/2025.,ALVES FREITAS CONSTRUÇÕES E EMPREENDIMENTOS LTDA - EPP,22000000,1152176863.0,730,-0.720329,90,ALTO,2025-04-25,2026-04-01 03:30:38.886382
1495/2025,"Locação do Imóvel ,localizado na Rua Professora Ivani Feitosa, nº 23, bairro Tiradentes, Juazeiro do Norte/CE, - Ceará, para atender as necessidades das instalações física da Superintendência Regional de Saúde do Cariri/SRSUL.",JLN HOLDING E PARTICIPAÇÕES LTDA,24200004,17400000.0,1826,-0.720211,90,ALTO,2025-12-05,2026-04-01 03:30:38.886382
043/2025,CONTRATAÇÃO DIRETA DO SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO (SAAE) PARA ATENDER A RESIDÊNCIA UNIVERSITÁRIA,SERVIÇO AUTONOMO DE AGUA E ESGOTO DE SOBRAL ,31200002,7216296.0,3652,-0.71951,90,ALTO,2025-11-11,2026-04-01 03:30:38.886382
180/2025,CONSTRUÇÃO DE UMA EEM NO MUNICÍPIO DE MASSAPÊ - CE. CT 180/2025.,CONSORCIO REALIZE-TECTA EDIFICACOES,22000000,1119263387.0,730,-0.719355,89,MÉDIO,2025-04-16,2026-04-01 03:30:38.886382
230/2025,CONSTRUÇÃO DE UMA EEM NO MUNICÍPIO DE ITAREMA (SEDE) - CE.,CONSTRUTORA CARNEIRO AZEVEDO LTDA,22000000,1135119652.0,730,-0.719355,89,MÉDIO,2025-05-28,2026-04-01 03:30:38.886382
126/2025,"Qualificação da Rodovia CE-384, Trecho: Entr. CE-397 (B) (Mauriti) - Divisa CE/PB, com extensão de 23,88 km.",CONSORCIO CSR/COPA,43200007,2224338229.0,499,-0.718941,89,MÉDIO,2025-07-15,2026-04-01 03:30:38.886382
1397895,"Serviço de locação de veículo tipo SUV, diesel ou flex (gasolina/etanol), 05 portas, câmbio manual ou automático, na cor predominante branca, potência mínima de 120 cv, caracterizados para o serviço operacional.",LOCAMIL SERVICOS LTDA,10100003,1122984000.0,730,-0.718869,89,MÉDIO,2025-10-22,2026-04-01 03:30:38.886382
286/2025,CONSTRUÇÃO DE UMA EEM NO MUNICÍPIO DE CRATO (SANTA FÉ) - CE,FORTEKS ENGENHARIA E SERVICOS ESPECIAIS LTDA,22000000,1117748766.0,730,-0.718869,89,MÉDIO,2025-07-11,2026-04-01 03:30:38.886382
248/2025,CONSTRUÇÃO DE UMA EEM NO MUNICÍPIO DE ACOPIARA - CE. 248/2025.,CONSORCIO BORGES CARNEIRO CGL ACOPIARA,22000000,1127989741.0,730,-0.718626,89,MÉDIO,2025-06-23,2026-04-01 03:30:38.886382
200/2025,CONSTRUÇÃO DE UMA EEEM NO MUNICÍPIO DE GUAIÚBA (ÁGUA VERDE) - CE. CT 200/2025.,CONSORCIO EEM GUAIUBA,22000000,1129719664.0,730,-0.718626,89,MÉDIO,2025-04-29,2026-04-01 03:30:38.886382
242/2025,CONSTRUÇÃO DE UMA EEM NO MUNICÍPIO DE ICÓ - CE. CT 242/2025.,"CONSORCIO D&P E JMV, ESCOLA ICO",22000000,1132105166.0,730,-0.718626,89,MÉDIO,2025-06-16,2026-04-01 03:30:38.886382
24/2026,CONSTRUÇÃO DE UMA EEM NO MUNICÍPIO DE AQUIRAZ (JUSTINIANO DE SERPA) - CE. CT. 24/2026.,FHS CONSTRUTORA LTDA,22000000,1134969575.0,730,-0.718383,89,MÉDIO,2026-01-23,2026-04-01 03:30:38.886382
306/2025,"CONSTRUÇÃO DE UMA ESCOLA DE ENSINO MÉDIO, TIPO I, COM 16 (DEZESSEIS) SALAS, NO MUNICÍPIO DE MARCO - CE. CT 306/2025.",R.R. PORTELA CONSTRUÇÕES E LOCAÇÃO DE VEÍCULOS LTDA - ME,22000000,1100928055.0,730,-0.71814,88,MÉDIO,2025-08-05,2026-04-01 03:30:38.886382
143/2025,CONSTRUÇÃO DE UMA ESCOLA QUILOMBOLA NO MUNICÍPIO DE QUITERIANÓPOLIS (CROATÁ) - CE. CT 143/2025.,CONSORCIO QUITERIANOPOLIS,22000000,1104831321.0,730,-0.71814,88,MÉDIO,2025-04-07,2026-04-01 03:30:38.886382
162/2025,CONSTRUÇÃO DE UMA EEM NO MUNICÍPIO DE JUAZEIRO DO NORTE - CE,SALINAS EMPREENDIMENTOS E CONSTRUCOES LTDA ,22000000,1101998033.0,730,-0.71814,88,MÉDIO,2025-05-21,2026-04-01 03:30:38.886382
05/2026,"Prestação dos Serviços de substituições de dormentes de concreto monobloco para via lastreada e
dormentes do tipo LVT para via em laje de concreto, na Linha Sul da Companhia Cearense de Transportes
Metropolitanos METROFOR",MPE ENGENHARIA E SERVIÇOS S/A,08200007,179855000.0,1096,-0.717664,88,MÉDIO,2026-02-11,2026-04-01 03:30:38.886382
201/2025,CONSTRUÇÃO DE UMA EEM NO MUNICÍPIO DE ARACATI (CACIMBA FUNDA) - CE.,CONSORCIO EEM CACIMBA FUNDA,22000000,1084620861.0,730,-0.717411,88,MÉDIO,2025-04-29,2026-04-01 03:30:38.886382
183/2025,CONSTRUÇÃO DE UMA EEM NO MUNICÍPIO DE PARACURU - CE,CONSORCIO ESCOLAS CEARA- JMV - CCS - SAMFER,22000000,1072348235.0,730,-0.717411,88,MÉDIO,2025-07-01,2026-04-01 03:30:38.886382
250/2025,CONSTRUÇÃO DE UMA EEM NO MUNICÍPIO DE PENTECOSTE- CE. CT 250/2025.,AMP ENGENHARIA LTDA,22000000,1083517978.0,730,-0.717411,88,MÉDIO,2025-06-16,2026-04-01 03:30:38.886382
CONTRATO DE GESTÃO N° 015/2025,"O presente CONTRATO DE GESTÃO tem por objeto fomentar a capacitação, a
produção, a pesquisa e a difusão nas áreas de arte e cultura de acordo com as
diretrizes da Secretaria da Cultura do Estado do Ceará, para execução da
gestão do Theatro José de Alencar ¿ TJA.",INSTITUTO DRAGAO DO MAR,27000000,1066771608.0,730,-0.717411,88,MÉDIO,2025-04-01,2026-04-01 03:30:38.886382
28/2025,"Aquisição de infraestrutura de backup, contendo hardware/serviços, licenças e equipamento de proteção de dados, compreendendo um Appliance para Backup de Dados em Disco Seguro com 60 (sessenta) meses de suporte e garantia - Do tipo 1.",CLEAR TECNOLOGIA DA INFORMACAO S.A.,46000000,13101280.0,1826,-0.717241,88,MÉDIO,2025-11-06,2026-04-01 03:30:38.886382
02/2025,"O objeto do presente instrumento é a execução da obra SERVIÇOS COMPLEMENTARES PARA CONSTRUÇÃO DA SEDE DA SEMA - SEMACE NO CAMBEBA, EM FORTALEZA - CE, nas condições estabelecidas neste contrato, nas Especificações Técnicas do edital e na proposta do CONTRATADO.",CONSORCIO JT / CAMPOS OLIVEIRA,57200001,1052932112.0,730,-0.717168,87,MÉDIO,2025-05-07,2026-04-01 03:30:38.886382
375/2025,CONSTRUÇÃO DE UMA EEM TIPO I NO MUNICÍPIO DE VÁRZEA ALEGRE - CE. CT 375/2025,BWS CONSTRUCOES LTDA ME,22000000,1051474157.0,730,-0.717168,87,MÉDIO,2025-09-16,2026-04-01 03:30:38.886382
02/2026,SERVIÇO DE LOCAÇÃO DE EQUIPAMENTOS (MICROCOMPUTADORES) PARA ATENDER AS NECESSIDADES DA FUNECE,SIMPRESS COMERCIO LOCACAO E SERVICOS LTDA,31200001,125702784.0,1461,-0.716949,87,MÉDIO,2026-02-24,2026-04-01 03:30:38.886382
038/2025,"Tem por objeto a cntratação conjunta dos serviços de fornecimento de energia elétrica para todas as Unidades Consumidoras (Ucs) do Grupo B ¿ baixa tensão de responsabilidade
da SESPORTE.",COMPANHIA ENERGETICA DO CEARA - ENEL,42200001,12300000.0,1826,-0.716641,87,MÉDIO,2025-04-25,2026-04-01 03:30:38.886382
22/2026,CONSTRUÇÃO DE UMA EEM TIPO I NO MUNICÍPIO DE LIMOEIRO DO NORTECE.,ESTRUTURAL ENGENHARIA EIRELI,22000000,1023914459.0,730,-0.716633,87,MÉDIO,2026-01-22,2026-04-01 03:30:38.886382
004/SCIDADES/2026,Execução de serviços para implantação de 19 (dezenove) Sistemas Simplificados de Abastecimento de Água em diversas localidades situadas em municípios do estado do Ceará.,CONSORCIO SSAA EM AREAS RURAIS,43000000,1020437514.0,730,-0.716633,87,MÉDIO,2026-02-13,2026-04-01 03:30:38.886382
054/2025,"Tem por objeto a contratação conjunta dos serviços de fornecimento de energia elétrica para todas as Unidades Consumidoras (Ucs) do Grupo A - alta tensão, grupamento composto de Ucs com fornecimento em tensão igual ou superior a 2,3 KV junto à Companhia Energética do Ceará - ENEL",COMPANHIA ENERGETICA DO CEARA - ENEL,42200001,10772239.0,1826,-0.71605,87,MÉDIO,2025-08-22,2026-04-01 03:30:38.886382
397/2025,"CONSTRUÇÃO DE UMA EEM TIPO I NO MUNICÍPIO DE BEBERIBE (SEDE) - CE,",CONSTRUMAZ CONSTRUTORA LTDA,22000000,1042805293.0,730,-0.715906,87,MÉDIO,2025-10-10,2026-04-01 03:30:38.886382
1217/2025,"Serviço de locação de 01 (um) container para nitrogênio líquido, com monitoramento de temperatura e com suporte de manutenção preventiva e corretiva do equipamento, para atender a necessidade da Hemorrede.",MATMED COMERCIO DE PRODUTOS HOSPITALARES LTDA,24200424,10200000.0,1826,-0.71589,87,MÉDIO,2025-10-21,2026-04-01 03:30:38.886382
120/2025,IMPLANTAÇÃO DO INSTITUTO TECNOLÓGICO DA AERONÁUTICA - ITA (2ª ETAPA) DO CAMPUS EM FORTALEZA - CE.,CONSORCIO CETRO / PORTO / MORAIS ITA 1 ETAPA,43200007,794990000.0,822,-0.715777,86,MÉDIO,2025-07-04,2026-04-01 03:30:38.886382
0002/2026,AGF ALIMENTAÇÃO ESCOLAR - EEMTI ANTÔNIO SALES - SEFOR 1,COOPERATIVA AGROPECUARIA DE AGRICULTORES FAMILIARES ,22000000,343740.0,34374,-0.715645,86,MÉDIO,2026-03-18,2026-04-01 03:30:38.886382
229/2025,"Constitui objeto deste a contratação do SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO ¿ SAAE DE
ICÓ, entidade autárquica municipal, para prestação de serviços de fornecimento de água tratada e/ou coleta
de esgoto sanitário para atender a demanda das Unidades Vinculadas à Secretaria da Educação ¿ SEDUC,
no Município de Icó. SERVIÇO
AUTÔNOMO DE ÁGUA E ESGOTO ¿ SAAE
DE ICÓ.",SAAE DE ICO,22000000,9900000.0,1826,-0.715598,86,MÉDIO,2025-06-02,2026-04-01 03:30:38.886382
009/SEINFRA/2025,"3.1. O objeto do presente contrato é o serviço de locação de dois veículos, sem motorista, tipo Pick-Up e SUV, nas condições estabelecidas no Termo de Referência do edital e na proposta da CONTRATADA.",SERRA EVOLUTE LOCAÇÃO DE VEÍCULOS LT,08000000,9900000.0,1826,-0.715598,86,MÉDIO,2025-05-14,2026-04-01 03:30:38.886382
25/2025,"Contratação de empresa especializada na prestação de serviços de logística expressa nacional de encomendas e documentos, compreendendo coleta, transporte e entrega em todo o território nacional.",EMPRESA BRAS DE CORREIOS E TELEGRAFOS ,46000000,360000.0,18261,-0.715536,86,MÉDIO,2025-10-30,2026-04-01 03:30:38.886382
386/2025,CONSTRUÇÃO DE UMA EEM NO MUNICÍPIO DE BOA VIAGEM (IBUAÇU) - CE. CT 386/2025.,SALINAS EMPREENDIMENTOS E CONSTRUCOES LTDA ,22000000,945046609.0,730,-0.713881,86,MÉDIO,2025-09-25,2026-04-01 03:30:38.886382
1397858,"Serviço de locação de veículo tipo SUV, diesel ou flex (gasolina/etanol), 05 portas, câmbio manual ou automático, na cor predominante branca, potência mínima de 120 cv, caracterizados para o serviço operacional.",CS BRASIL FROTAS S.A.,10100003,941475600.0,730,-0.713881,86,MÉDIO,2025-10-20,2026-04-01 03:30:38.886382
01 / 2025,"AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS (PREGÃO)  PARA MERENDA DOS ALUNOS DA EEFM ALMIRANTE TAMANDARÉ, FORTALEZA (SEFOR 2)",BMP DE SOUSA COMERCIAL EIRELI,22000000,55755.0,11110,-0.71386,86,MÉDIO,2025-05-09,2026-04-01 03:30:38.886382
096/2025,CONCLUSÃO DA REFORMA DA PENITENCIÁRIA INDUSTRIAL REGIONAL DO CARIRI - PIRC.,KONPAX CONSTRUCOES LTDA,43200007,1225973701.0,638,-0.713809,86,MÉDIO,2025-06-20,2026-04-01 03:30:38.886382
188/2025,Serviço de Fornecimento de água tratada e coleta de esgoto ao posto de atendimento do DETRAN de BREJO SANTO/CE,PREFEITURA MUNICIPAL DE BREJO SANTO,08200003,12000.0,3652,-0.713688,85,MÉDIO,2025-11-05,2026-04-01 03:30:38.886382
CG 003/CIDADES/2025,"Prestação de serviços técnicos especializados de apoio técnico e gerencial à implementação do Programa de Saneamento Básico para Localidades Rurais no Estado do Ceará: Adaptação e Mudanças Climáticas ¿ Programa Águas do Sertão, com foco na ampliação da oferta de serviços de abastecimento de água e esgotamento sanitário em comunidades rurais do estado do Ceará, previstos no Contrato de Empréstimo nº 28.320 e nas medidas complementares previstas no Contrato de Subvenção LA/2019/409-712, de responsabilidade da Unidade de Gerenciamento do Programa de Saneamento Básico de Localidades Rurais do Estado do Ceará - Programa Águas do Sertão (UGP PAS).",INSTITUTO AGROPOLOS DO CEARA,43000000,967188277.0,726,-0.712674,85,MÉDIO,2025-12-04,2026-04-01 03:30:38.886382
006/2025,"prestação de serviços de computação em nuvem pública, no modelo Software como Serviço (Software as a Service - SaaS), para o fornecimento de licença do software Google",EMPRESA DE TECNOLOGIA DA INFORMACAO DO CEARA ETICE,53000000,8604144.0,1826,-0.712585,85,MÉDIO,2025-07-04,2026-04-01 03:30:38.886382
373/2025,"Constitui objeto deste a contratação do SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO ¿ SAAE DE
LIMOEIRO DO NORTE, entidade autárquica municipal, para prestação de serviços de fornecimento de
água tratada e/ou coleta de esgoto sanitário para atender a demanda das Unidades Vinculadas à Secretaria
da Educação ¿ SEDUC, no Município de Limoeiro do Norte. SERVIÇO
AUTÔNOMO DE ÁGUA E ESGOTO ¿ SAAE DE LIMOEIRO DO NORTE.",SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO DE LIMOEIRO DO NORTE,22000000,9000000.0,1826,-0.712367,85,MÉDIO,2025-09-25,2026-04-01 03:30:38.886382
007/CIDADES/2025,"Execução de Melhorias Habitacionais em Imóveis e Construção de Novas Residências, na Área de Abrangência do Projeto Dendê, no bairro Edson Queiroz, em Fortaleza - Ce.",G K ENGENHARIA E SOLUCOES LTDA,43000000,399777086.0,914,-0.711694,85,MÉDIO,2025-05-20,2026-04-01 03:30:38.886382
03/2026,ARP 04/2026-MERENDA ESCOLAR - EEM DEPUTADO FRANCISCO DE ALMEIDA MONTE - SEFOR 1,BOA VISTA COMERCIAL E SERVIÇOS LTDA - EPP,22000000,67410.0,11111,-0.711631,85,MÉDIO,2026-03-23,2026-04-01 03:30:38.886382
03/2026,AQUISIÇÃO DE GÊNEROS ALIMENTICIUS EM FAVOR DOS ALUNOS DA EEMTI VICENTE DE PAULO DA COSTA - ACARAU - CREDE 3,COMERCIAL PRAIA E MAR EIRELI,22000000,895075.0,11111,-0.71156,85,MÉDIO,2026-03-11,2026-04-01 03:30:38.886382
CG 01/2025,"Promover, executar, realizar e apoiar ações no âmbito da educação profissional, focando com viés de formação e qualificação, técnica, tecnológica, transferência de tecnologia e apoio aos cursos superiores da Universidade Aberta do Brasil ¿ UAB, e de formação inicial e continuada para trabalhadores, jovens e adultos",INSTITUTO CENTRO DE ENSINO TECNOLOGICO,31000000,2642551164.0,335,-0.711522,85,MÉDIO,2025-04-30,2026-04-01 03:30:38.886382
18/2025,"Contratação de produtos e serviços por meio de pacote de serviços dos CORREIOS, para a Procuradoria-Geral do Estado do Ceará - PGE",EMPRESA BRAS DE CORREIOS E TELEGRAFOS ,13000000,6000000.0,1826,-0.711464,85,MÉDIO,2025-12-18,2026-04-01 03:30:38.886382
050/2025,"Serviços de fornecimento de água tratada e manutenção do sistema de esgoto para o Posto Fiscal de Parambu, de acordo com o contrato 050/2025.",SIST INT DE SANEAMENTO RURAL DA BACIA DO ALTO JAGUARIBE,19000000,2726016.0,3652,-0.711452,84,MÉDIO,2025-06-25,2026-04-01 03:30:38.886382
199/2025,EXECUÇÃO DOS SERVIÇOS DE RECUPERAÇÃO E PAVIMENTAÇÃO DE VIAS DE TRÂNSITO URBANO E RODOVIÁRIO COM O OBJETIVO DE PROMOVER A SEGURANÇA DE VEÍCULOS E PEDESTRES NO ESTADO DO CEARÁ - PROGRAMA SINALIZE - DISTRITO OPERACIONAL - IGUATU/CE.,A.L. TEIXEIRA PINHEIRO,43200007,1375040281.0,539,-0.711314,84,MÉDIO,2025-12-05,2026-04-01 03:30:38.886382
004/2025,"Contratação emergencial de empresa para prestação de serviços contínuos a serem executados com dedicação exclusiva de mão de obra terceirizada, regidos pela Consolidação da Leis Trabalhistas (CLT), para atender às necessidades da Secretaria dos Direitos Humanos ¿ SEDIH, de acordo com as especificações e quantitativos previstos no Termo de Referência.",PRIME - LOCACAO DE MAO DE OBRA E TERCEIRIZACAO DE SERVICOS LTDA,63000000,654887508.0,90,-0.711286,84,MÉDIO,2025-04-29,2026-04-01 03:30:38.886382
009/CIDADES/2025,"EXECUÇÃO DE OBRAS REMANESCENTES DE INFRAESTRUTURA, COMPREENDENDO OS SERVIÇOS DE URBANIZAÇÃO E EXECUÇÃO DO SISTEMA VIÁRIO DE CONTORNO LINDEIRO AO RIO MARANGUAPINHO NO TRECHO COMPREENDIDO ENTRE AS AVENIDAS SENADOR FERNANDES TÁVORA E GENERAL OSÓRIO DE PAIVA, PELA MARGEM ESQUERDA DO RIO MARANGUAPINHO - TRECHO II, NO MUNICÍPIO DE FORTALEZA, ESTADO DO CEARÁ.",CONPATE ENGENHARIA LTDA,43000000,860135374.0,730,-0.710748,84,MÉDIO,2025-08-06,2026-04-01 03:30:38.886382
418/2025,"Constitui objeto deste a contratação do SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO ¿ SAAE DE
JUCÁS, entidade autárquica municipal, para prestação de serviços de fornecimento de água tratada e/ou coleta de esgoto sanitário para atender a demanda das Unidades Vinculadas à Secretaria da Educação ¿
SEDUC, no Município de Jucás. SERVIÇO AUTÔNOMO DE ÁGUA E
ESGOTO ¿ SAAE DE JUCÁS.",SAAE DE JUCAS,22000000,5400000.0,1826,-0.71052,84,MÉDIO,2025-12-01,2026-04-01 03:30:38.886382
